2020,07,10,44.9
2020,07,17,45.96
2020,07,24,45.94
2020,07,31,45.95
2020,08,07,46.11
2020,08,14,45.82
2020,08,21,45.12
2020,08,28,44.93
2020,09,04,44.7
2020,09,11,44.92
2020,09,18,46
2020,09,25,46.5
2020,10,02,47.24
2020,10,09,49.31
2020,10,16,48.29
2020,10,23,52.22
2020,10,30,51.51
2020,11,06,49.5
2020,11,13,49.18
2020,11,20,52.49
2020,11,27,54.47
2020,12,04,57.67
2020,12,11,62.09
2020,12,18,72.03
2020,12,25,73.83
2021,01,01,79.97
2021,01,08,85.14
2021,01,15,90.31
2021,01,22,92.94
2021,01,29,86.9
2021,02,05,79.24
2021,02,12,76.28
2021,02,19,76.36
2021,02,26,74.3
2021,03,05,72.48
2021,03,12,71.94
2021,03,19,71.66
2021,03,26,72.15
2021,04,02,74.25
2021,04,09,76.28
2021,04,16,78.21
2021,04,23,84.31
2021,04,30,87.88
2021,05,07,88.98
2021,05,14,90.84
2021,05,21,94.32
2021,05,28,94.6
2021,06,04,95.59
2021,06,11,95.21
2021,06,18,96.1
2021,06,25,99.62
2021,07,02,101.78
2021,07,09,102.16
2021,07,16,102.52
2021,07,23,105.1
2021,07,30,117.2
2021,08,06,122.24
2021,08,13,126.5
2021,08,20,127
2021,08,27,127.72
2021,09,03,131.75
2021,09,10,135.22
2021,09,17,137.53
2021,09,24,141.68
2021,10,01,151.05
2021,10,08,167.55
2021,10,15,203.01
2021,10,22,218.8
2021,10,29,213.7
2021,11,05,183.5
2021,11,12,154.8
2021,11,19,145.3
2021,11,26,140.1
2021,12,03,139.73
2021,12,10,131.05
2021,12,17,126.44
2021,12,24,126.7
2021,12,31,125
2022,01,07,125.5
2022,01,14,126.22
2022,01,21,127.21
2022,01,28,130.9
2022,02,04,134.33
2022,02,11,137.45
2022,02,18,139.8
2022,02,25,140.7
2022,03,04,172.1
2022,03,11,256
2022,03,18,234.6
2022,03,25,210.8
2022,04,01,207.6
2022,04,08,193.5
2022,04,15,185
2022,04,22,187.75
2022,04,29,197.6
2022,05,06,199.48
2022,05,13,198
2022,05,20,200.25
2022,05,27,198.95
2022,06,03,195.17
2022,06,10,194.85
2022,06,17,193.55
2022,06,24,192.45
2022,07,01,190.8
2022,07,08,189.2
2022,07,15,186.25
2022,07,22,184.4
2022,07,29,184.55
2022,08,05,183.74
2022,08,12,176.25
2022,08,19,175.8
2022,08,26,178.05
2022,09,02,178.94
2022,09,09,182.9
2022,09,16,187
2022,09,23,190
2022,09,30,193.8
2022,10,07,190.94
2022,10,14,191.18
2022,10,21,190.6
2022,10,28,187.75
2022,11,04,186.25
2022,11,11,178.4
2022,11,18,170.4
2022,11,25,166.3
2022,12,02,163.86
2022,12,09,161.5
2022,12,16,159.3
2022,12,23,158.8
2022,12,30,154.32
2023,01,06,151
2023,01,13,146.2
2023,01,20,143.58
2023,01,27,141.33
2023,02,03,138.5
2023,02,10,136.6
2023,02,17,133.8
2023,02,24,132.92
2023,03,03,132.7
2023,03,10,124.8
2023,03,17,120.5
2023,03,24,119.2
2023,03,31,119.2
2023,04,07,119.75
2023,04,14,119.91
2023,04,21,117.98
2023,04,28,118.5
2023,05,05,118.56
2023,05,12,117.88
2023,05,19,112.5
2023,05,26,106
2023,06,02,99.67
2023,06,09,95.9
2023,06,16,92.9
2023,06,23,91.02
2023,06,30,87.88
2023,07,07,88.55
2023,07,14,89.44
2023,07,21,88.35
2023,07,28,88.56
2023,08,04,90.12
2023,08,11,87.88
2023,08,18,88.05
2023,08,25,87.78
2023,09,01,87.33
2023,09,08,87.02
2023,09,15,88.25
2023,09,22,91.01
2023,09,29,92.42
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
